product_id,product_name,brand,category,listing_platform,seller_name,listing_url,price_sgd,description,key_features,is_official_brand_store,platform_verified_seller,manual_authentic_flag,potential_red_flags_ai,authenticity_confidence_score,authenticity_reasons,CASE_IPOS_alerts,is_fake,image_url
SKU0615,Sony WH-1000XM5 Headphones,Sony,Electronics > Audio,Lazada,TopGadgets SG,http://www.peterson.com/,18.67,The Sony WH-1000XM5 Headphones is a premium product by Sony known for its reliable performance and genuine quality.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,92.5,High-quality images and professional description,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS7BOxWfvK_6DNNCXPvv2cOJXbhjHKhF5_PPFTtT5aVFhVazIJRcvJNyuqSP5iPy2SZSja8tGZ0R1ba7KoK_DXeVpgGeDLMR0euAD4Llo-MLyBQCksPNEcSLI2pOIbqTmtnmZD8gtS60Q&usqp=CAc
SKU0616,Gucci Ace Sneakers,Gucci,Lifestyle > Shoes,Carousell,Beauty Paradise Co.,https://hernandez.info/,965.99,The Gucci Ace Sneakers is a premium product by Gucci known for its reliable performance and genuine quality.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,87.5,Consistent pricing with verified sources,,FALSE,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3OGvipCreJexjR6JAvoh5EBWGQobsnCHI1PCJmM3MeKQgwkkhKW4nt4BrNrCHkC0-uXChfImaGM5c3KVgvL8Luo493E85ZeSF08ZEMXZy2iDLuSdEb2baeY8oPlkCwCT9BXrqhgk&usqp=CAc
SKU0617,SK-II Facial Treatment Essence,SK-II,Lifestyle > Skincare,Lazada,Official Store,https://williams-coleman.com/,321.6,The SK-II Facial Treatment Essence is a premium product by SK-II known for its reliable performance and genuine quality.,"['Feature A', 'Feature B', 'Feature C']",,,,,90.47,Verified through platform's authentication process,,FALSE,"data:image/webp;base64,UklGRt4GAABXRUJQVlA4INIGAADQJQCdASqcAJwAPj0ci0SiIaEQ+V5IIAPEsrc6L4ZHFpI8ujVOpmZ/ST/D6GK7w/QA/WbrZPtmnbf6P8kuaksp+Rnxx+5y91/Wf1Pik7jD+2flV0SMd3/A9XjRtvXxVt2+/acgE97++2J7Cy20mM+2oWGVtnxY0sOKmfrgWsUqRtTUvv81BRnmfDuEy3ABLPutOwcEA4rsP2I2km7y+AWpYG/7NDsCan6OPR8CkUeKkK5548Xy3++X79tLgHB+39RkHDzKd2Ni2ANie/ns7F6O76EPSHuQyGJdkVyB3rscIfJ47av4rBaEHlLzyIQ+T7f6pUPx8zUCesWDsKLT/3cmRXqWkDlkqKaZ1dGk5yzL/qT6cd77hPqjChndes5EeVQigJ/davug9EGeROUDo8xkEtLjMp2agAD+/mf479xwEeR6wi98v+DX5B62UVOvn/LJfDoy/gR/1CZ/8oW0vaUf/5zHnhH+RZ0QZ/yPGBfkT6emjTF4++jQqPfIL4WvwT38NZpAD9AWwUvuECqV0xQc91WLB5x3XdbAE3zREVY+Zn25fg+0RfcVv/1Hj1QMw/7+7U8MNqOHd9LrMmiN+vRWlRflIfxLnenEyvKxPxrUPurrjHDmmessApagZ6GNfTj+hispGbbvzWVfWHBykiSqFh1eUCE/aBNf7/dgdfrUh7I9+cmUWkCWWzhyEw0u+oAWVkoOXTU2epyh+sJHMSUuAwTTRHnvgnrt+LDVK+Y5gokb3GQZde0fsi8+1rrwqQIIlkIeqoIuAWMkQyRA86+99ukyqDV/vRXDrsPtceS7umtcD76KOzXSHINAfWvUWoj1+8GoQpr99Pe9U/q3a1o88budLsutbUhPZwmT33x/st/9mxCe7I7m3uXX5wiKeLF+NU94C1sT+NMcv1N9v6PP+pv+iqqavgIPjlzwtnQ/tIt7wHZz2N1U7kq2YzXwMsd7Mtm2L/B27hVUY552yRsnEDQVRZmyYYf+CW+jn9J3lTwBis/T8mfEP3aw6tXDfnAX6Oue849cbB940nWfQsvdShq2v/5XjeQSlKfqsMJ9nepwZZF26k31ldsGrpA21/+kvR9yCZIXGLpACsOlvMbqL7uhQaO8jxPHItFLSa1EJGZv5sb219C2+zPNk5N/l8BIbQSSV+/QTFJI1BfIi9566EXXi5Sqpfo8GN+9ChvlftzeKqeapJRA1i728ffbKFeTToLojP9dtk/mAucPRL+b/0cfralMCqfI8nOxDr/jVkCrvtCECfZe0e6/48ZM/wgk/TaHCbbgNPk4/yGi5nfjsXOq3qyO4Ptz0JaObOXdcTL/x+Hv0+bm1GZIn/Lv/fBQuIU8R5iMnC9OJ+tOPhs2yeLtaL/FIJC7lz1P9Zd3h92C2HYs8IZZRFx+GveY3mOLKTybiZDdgDN3hEWAkDsoB2Ussl4yrYt1YzoqGQ27psqvBO/J1QRNpwi5abASw9UEf0gLkGEvVWkSBHoJSWD0oZ3FZG0efPmCQuviMgZZGPmSTk1Shu5j7Cc7id6rCdjwsPOTrNKQ45f90djkVgOKzSsHu/ukqNJjiiLTIZOvgUGlL+RnCCeSlt9Y/xYa6UXdO1JaxpkOtF/dNjkQ/PVZdx/DukKW7zAUUBOc1kDVRTy98KMIpi6aYS9mCS0jLrNyeEtJK9zE95kJNCK5ezaatZHALdapbzFOKXdposmPDjED2qLfbEBi9Nyh3ixAkJa0Y+k8Y3HI9UjumKIppm/3zEXGvviCmA8NtFCsxpKRY7iww19ACiMrHqq/+QAHtlZmESoh3YKKsP7JqINIH188wJNMvYwIcU8KqmoLTbZTI+lFAZByRTuGqwPCfLUpIJ9J6/PkQYAZRD8jk4IcLrARpmJMJvd75MyvyVZN9GwtXzoY5mzJ6b+ptswUCucFUOECZr3CoP//CE0wugqNtaET4QePqanjq8TyFKyi4iaBz1R5Wku9nsjqS7dmPpNxwYvJbq1EekORfHOqnpn7+4awJpZkpdsT0ZMQQXIKn5scAC5JArfRbwO9SiA4v0Hu3yoPz87tWfdxlGALIN43j4RaTYjjRvES2FfeUY3telpu2+ZVD4yCN1OnfgdtyfzvS79IctioZyhOSAjqRs1zow3objUs7DcKF0GjHsN9P8nZuBV1Res0UX8LUmL0Px4iX+MnJo0LkWXYhLlX8tlIGxooj7y7stwrXpbVLVlQnhZMMR8WL/skaoXHm2cw+mc8WdZdURKLZe8W8Si5JLXCGvHn8KoGs2Y4jJN0LB/XSttegr8bzP9mqcYrND+etMtWTHHJoMMEJ97RCWJmEZueDiQEAAA="
SKU0618,Gucci Ace Sneakers,Gucci,Lifestyle > Shoes,Qoo10,TopGadgets SG,http://stevens.info/,221.02,The Gucci Ace Sneakers is a premium product by Gucci known for its reliable performance and genuine quality.,"['Feature A', 'Feature B', 'Feature C']",,,,,88.21,Consistent pricing with verified sources,,FALSE,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3OGvipCreJexjR6JAvoh5EBWGQobsnCHI1PCJmM3MeKQgwkkhKW4nt4BrNrCHkC0-uXChfImaGM5c3KVgvL8Luo493E85ZeSF08ZEMXZy2iDLuSdEb2baeY8oPlkCwCT9BXrqhgk&usqp=CAc
SKU0619,Apple AirPods Pro (2nd Gen),Apple,Electronics > Audio,Shopee,Smart Life Mall,http://wells.com/,98.48,The Apple AirPods Pro (2nd Gen) is a premium product by Apple known for its unusually low price and limited availability.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,47.49,Description contains vague or misleading terms,,TRUE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSZQ61uO-dTCls4Owh0wrdExqH250xzbrZl3578E6uD4SvDAVs6KfCfIhzTSEN0M9-6f1dyuYlBexgWZc-JvHITJ_AexSYWHO5js7kxiJPvbzbVC6q8HDIb_DlvozclWm-LCz71fw&usqp=CAc
SKU0620,Gucci Ace Sneakers,Gucci,Lifestyle > Shoes,Shopee,Smart Life Mall,http://www.ward.biz/,245.43,The Gucci Ace Sneakers is a premium product by Gucci known for its unusually low price and limited availability.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,42.7,Multiple complaints reported for this product,,TRUE,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3OGvipCreJexjR6JAvoh5EBWGQobsnCHI1PCJmM3MeKQgwkkhKW4nt4BrNrCHkC0-uXChfImaGM5c3KVgvL8Luo493E85ZeSF08ZEMXZy2iDLuSdEb2baeY8oPlkCwCT9BXrqhgk&usqp=CAc
SKU0621,Sony WH-1000XM5 Headphones,Sony,Electronics > Audio,Qoo10,TopGadgets SG,https://bush.org/,956.32,The Sony WH-1000XM5 Headphones is a premium product by Sony known for its unusually low price and limited availability.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,32.48,Multiple complaints reported for this product,,TRUE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS7BOxWfvK_6DNNCXPvv2cOJXbhjHKhF5_PPFTtT5aVFhVazIJRcvJNyuqSP5iPy2SZSja8tGZ0R1ba7KoK_DXeVpgGeDLMR0euAD4Llo-MLyBQCksPNEcSLI2pOIbqTmtnmZD8gtS60Q&usqp=CAc
SKU0622,SK-II Facial Treatment Essence,SK-II,Lifestyle > Skincare,Lazada,Beauty Paradise Co.,http://sanchez.com/,764.09,The SK-II Facial Treatment Essence is a premium product by SK-II known for its unusually low price and limited availability.,"['Feature A', 'Feature B', 'Feature C']",,,,,22.99,Multiple complaints reported for this product,,TRUE,"data:image/webp;base64,UklGRt4GAABXRUJQVlA4INIGAADQJQCdASqcAJwAPj0ci0SiIaEQ+V5IIAPEsrc6L4ZHFpI8ujVOpmZ/ST/D6GK7w/QA/WbrZPtmnbf6P8kuaksp+Rnxx+5y91/Wf1Pik7jD+2flV0SMd3/A9XjRtvXxVt2+/acgE97++2J7Cy20mM+2oWGVtnxY0sOKmfrgWsUqRtTUvv81BRnmfDuEy3ABLPutOwcEA4rsP2I2km7y+AWpYG/7NDsCan6OPR8CkUeKkK5548Xy3++X79tLgHB+39RkHDzKd2Ni2ANie/ns7F6O76EPSHuQyGJdkVyB3rscIfJ47av4rBaEHlLzyIQ+T7f6pUPx8zUCesWDsKLT/3cmRXqWkDlkqKaZ1dGk5yzL/qT6cd77hPqjChndes5EeVQigJ/davug9EGeROUDo8xkEtLjMp2agAD+/mf479xwEeR6wi98v+DX5B62UVOvn/LJfDoy/gR/1CZ/8oW0vaUf/5zHnhH+RZ0QZ/yPGBfkT6emjTF4++jQqPfIL4WvwT38NZpAD9AWwUvuECqV0xQc91WLB5x3XdbAE3zREVY+Zn25fg+0RfcVv/1Hj1QMw/7+7U8MNqOHd9LrMmiN+vRWlRflIfxLnenEyvKxPxrUPurrjHDmmessApagZ6GNfTj+hispGbbvzWVfWHBykiSqFh1eUCE/aBNf7/dgdfrUh7I9+cmUWkCWWzhyEw0u+oAWVkoOXTU2epyh+sJHMSUuAwTTRHnvgnrt+LDVK+Y5gokb3GQZde0fsi8+1rrwqQIIlkIeqoIuAWMkQyRA86+99ukyqDV/vRXDrsPtceS7umtcD76KOzXSHINAfWvUWoj1+8GoQpr99Pe9U/q3a1o88budLsutbUhPZwmT33x/st/9mxCe7I7m3uXX5wiKeLF+NU94C1sT+NMcv1N9v6PP+pv+iqqavgIPjlzwtnQ/tIt7wHZz2N1U7kq2YzXwMsd7Mtm2L/B27hVUY552yRsnEDQVRZmyYYf+CW+jn9J3lTwBis/T8mfEP3aw6tXDfnAX6Oue849cbB940nWfQsvdShq2v/5XjeQSlKfqsMJ9nepwZZF26k31ldsGrpA21/+kvR9yCZIXGLpACsOlvMbqL7uhQaO8jxPHItFLSa1EJGZv5sb219C2+zPNk5N/l8BIbQSSV+/QTFJI1BfIi9566EXXi5Sqpfo8GN+9ChvlftzeKqeapJRA1i728ffbKFeTToLojP9dtk/mAucPRL+b/0cfralMCqfI8nOxDr/jVkCrvtCECfZe0e6/48ZM/wgk/TaHCbbgNPk4/yGi5nfjsXOq3qyO4Ptz0JaObOXdcTL/x+Hv0+bm1GZIn/Lv/fBQuIU8R5iMnC9OJ+tOPhs2yeLtaL/FIJC7lz1P9Zd3h92C2HYs8IZZRFx+GveY3mOLKTybiZDdgDN3hEWAkDsoB2Ussl4yrYt1YzoqGQ27psqvBO/J1QRNpwi5abASw9UEf0gLkGEvVWkSBHoJSWD0oZ3FZG0efPmCQuviMgZZGPmSTk1Shu5j7Cc7id6rCdjwsPOTrNKQ45f90djkVgOKzSsHu/ukqNJjiiLTIZOvgUGlL+RnCCeSlt9Y/xYa6UXdO1JaxpkOtF/dNjkQ/PVZdx/DukKW7zAUUBOc1kDVRTy98KMIpi6aYS9mCS0jLrNyeEtJK9zE95kJNCK5ezaatZHALdapbzFOKXdposmPDjED2qLfbEBi9Nyh3ixAkJa0Y+k8Y3HI9UjumKIppm/3zEXGvviCmA8NtFCsxpKRY7iww19ACiMrHqq/+QAHtlZmESoh3YKKsP7JqINIH188wJNMvYwIcU8KqmoLTbZTI+lFAZByRTuGqwPCfLUpIJ9J6/PkQYAZRD8jk4IcLrARpmJMJvd75MyvyVZN9GwtXzoY5mzJ6b+ptswUCucFUOECZr3CoP//CE0wugqNtaET4QePqanjq8TyFKyi4iaBz1R5Wku9nsjqS7dmPpNxwYvJbq1EekORfHOqnpn7+4awJpZkpdsT0ZMQQXIKn5scAC5JArfRbwO9SiA4v0Hu3yoPz87tWfdxlGALIN43j4RaTYjjRvES2FfeUY3telpu2+ZVD4yCN1OnfgdtyfzvS79IctioZyhOSAjqRs1zow3objUs7DcKF0GjHsN9P8nZuBV1Res0UX8LUmL0Px4iX+MnJo0LkWXYhLlX8tlIGxooj7y7stwrXpbVLVlQnhZMMR8WL/skaoXHm2cw+mc8WdZdURKLZe8W8Si5JLXCGvHn8KoGs2Y4jJN0LB/XSttegr8bzP9mqcYrND+etMtWTHHJoMMEJ97RCWJmEZueDiQEAAA="
SKU0623,Sony WH-1000XM5 Headphones,Sony,Electronics > Audio,Lazada,Official Store,https://bright-grimes.org/,737.19,The Sony WH-1000XM5 Headphones is a premium product by Sony known for its reliable performance and genuine quality.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,94.06,High-quality images and professional description,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS7BOxWfvK_6DNNCXPvv2cOJXbhjHKhF5_PPFTtT5aVFhVazIJRcvJNyuqSP5iPy2SZSja8tGZ0R1ba7KoK_DXeVpgGeDLMR0euAD4Llo-MLyBQCksPNEcSLI2pOIbqTmtnmZD8gtS60Q&usqp=CAc
SKU0624,Apple AirPods Pro (2nd Gen),Apple,Electronics > Audio,Shopee,Official Store,http://madden.com/,51.08,The Apple AirPods Pro (2nd Gen) is a premium product by Apple known for its reliable performance and genuine quality.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,93.35,High-quality images and professional description,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSZQ61uO-dTCls4Owh0wrdExqH250xzbrZl3578E6uD4SvDAVs6KfCfIhzTSEN0M9-6f1dyuYlBexgWZc-JvHITJ_AexSYWHO5js7kxiJPvbzbVC6q8HDIb_DlvozclWm-LCz71fw&usqp=CAc
SKU0625,Gucci Ace Sneakers,Gucci,Lifestyle > Shoes,Qoo10,Smart Life Mall,https://long.net/,879.31,The Gucci Ace Sneakers is a premium product by Gucci known for its reliable performance and genuine quality.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,93.01,Consistent pricing with verified sources,,FALSE,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3OGvipCreJexjR6JAvoh5EBWGQobsnCHI1PCJmM3MeKQgwkkhKW4nt4BrNrCHkC0-uXChfImaGM5c3KVgvL8Luo493E85ZeSF08ZEMXZy2iDLuSdEb2baeY8oPlkCwCT9BXrqhgk&usqp=CAc
SKU0626,Sony WH-1000XM5 Headphones,Sony,Electronics > Audio,Amazon.sg,Official Store,https://www.jones-adams.info/,696.31,The Sony WH-1000XM5 Headphones is a premium product by Sony known for its reliable performance and genuine quality.,"['Feature A', 'Feature B', 'Feature C']",,,,,89.44,Verified through platform's authentication process,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS7BOxWfvK_6DNNCXPvv2cOJXbhjHKhF5_PPFTtT5aVFhVazIJRcvJNyuqSP5iPy2SZSja8tGZ0R1ba7KoK_DXeVpgGeDLMR0euAD4Llo-MLyBQCksPNEcSLI2pOIbqTmtnmZD8gtS60Q&usqp=CAc
SKU0627,Gucci Ace Sneakers,Gucci,Lifestyle > Shoes,Qoo10,Official Store,https://macias.com/,836.21,The Gucci Ace Sneakers is a premium product by Gucci known for its reliable performance and genuine quality.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,94.45,High-quality images and professional description,,FALSE,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3OGvipCreJexjR6JAvoh5EBWGQobsnCHI1PCJmM3MeKQgwkkhKW4nt4BrNrCHkC0-uXChfImaGM5c3KVgvL8Luo493E85ZeSF08ZEMXZy2iDLuSdEb2baeY8oPlkCwCT9BXrqhgk&usqp=CAc
SKU0628,Samsung Galaxy Tab S9,Samsung,Electronics > Tablets,Amazon.sg,Smart Life Mall,http://shah-carter.com/,106.71,The Samsung Galaxy Tab S9 is a premium product by Samsung known for its unusually low price and limited availability.,"['Feature A', 'Feature B', 'Feature C']",,,,,21.47,Description contains vague or misleading terms,,TRUE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSrObgEpEzWE_dv-FeSqTq4k779PWfiQATC1bKY1iT_g5wGec7d4-niPhQqNEEjU0iBou5CJHmzlfgMUBffwzLXxa3w0CKxE4Aft8xynzA9Zx-wUB17mMLNJDGdbDBt53A8qzprvQWRy3Y&usqp=CAc
SKU0629,Chanel Bleu de Chanel Eau de Parfum,Chanel,Luxury > Fragrance,Amazon.sg,TopGadgets SG,http://estes.com/,201.05,The Chanel Bleu de Chanel Eau de Parfum is a premium product by Chanel known for its reliable performance and genuine quality.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,93.66,Verified through platform's authentication process,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQas3G3pIB5GpgT12PNb_hSBtenbN9lp4jENFxYL36LBQkKd8bdyttpnmqJl6RrjMktgpHanPhIsdA65_6kYOGpRj8f6VJXQGwBy2pOKRqG6i0jIrsYftshJb4YL6MEaCwKCSYbMg&usqp=CAc
SKU0630,Fitbit Charge 6,Fitbit,Electronics > Wearables,Lazada,Beauty Paradise Co.,http://www.reynolds-ellis.info/,125.85,The Fitbit Charge 6 is a premium product by Fitbit known for its reliable performance and genuine quality.,"['Lightweight', 'Long-lasting', 'Energy efficient']",,,,,88.17,Consistent pricing with verified sources,,FALSE,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTootc2c9noU1nIi9-lzIV3PVBzNTeNCT19AJuElwSJHsgj0a-asYbEpv61YNmrkrsQZ8aP2c3jHpyM2Hf6QZCxhxGshs6E8FLw1L6axuoYAqi2XgTBHwZLFaqemLNY6AjwXqoescUnjA&usqp=CAc
SKU0631,Apple AirPods Pro (2nd Gen),Apple,Electronics > Audio,Lazada,TopGadgets SG,http://newman.info/,92.96,The Apple AirPods Pro (2nd Gen) is a premium product by Apple known for its reliable performance and genuine quality.,"['Feature A', 'Feature B', 'Feature C']",,,,,95.44,High-quality images and professional description,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSZQ61uO-dTCls4Owh0wrdExqH250xzbrZl3578E6uD4SvDAVs6KfCfIhzTSEN0M9-6f1dyuYlBexgWZc-JvHITJ_AexSYWHO5js7kxiJPvbzbVC6q8HDIb_DlvozclWm-LCz71fw&usqp=CAc
SKU0632,Chanel Bleu de Chanel Eau de Parfum,Chanel,Luxury > Fragrance,Shopee,Smart Life Mall,http://sanford.com/,975.86,The Chanel Bleu de Chanel Eau de Parfum is a premium product by Chanel known for its reliable performance and genuine quality.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,97.15,High-quality images and professional description,,FALSE,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQas3G3pIB5GpgT12PNb_hSBtenbN9lp4jENFxYL36LBQkKd8bdyttpnmqJl6RrjMktgpHanPhIsdA65_6kYOGpRj8f6VJXQGwBy2pOKRqG6i0jIrsYftshJb4YL6MEaCwKCSYbMg&usqp=CAc
SKU0633,SK-II Facial Treatment Essence,SK-II,Lifestyle > Skincare,Qoo10,Beauty Paradise Co.,http://smith.org/,391.48,The SK-II Facial Treatment Essence is a premium product by SK-II known for its reliable performance and genuine quality.,"['Advanced tech', 'User friendly', 'Reliable build']",,,,,85.32,High-quality images and professional description,,FALSE,"data:image/webp;base64,UklGRt4GAABXRUJQVlA4INIGAADQJQCdASqcAJwAPj0ci0SiIaEQ+V5IIAPEsrc6L4ZHFpI8ujVOpmZ/ST/D6GK7w/QA/WbrZPtmnbf6P8kuaksp+Rnxx+5y91/Wf1Pik7jD+2flV0SMd3/A9XjRtvXxVt2+/acgE97++2J7Cy20mM+2oWGVtnxY0sOKmfrgWsUqRtTUvv81BRnmfDuEy3ABLPutOwcEA4rsP2I2km7y+AWpYG/7NDsCan6OPR8CkUeKkK5548Xy3++X79tLgHB+39RkHDzKd2Ni2ANie/ns7F6O76EPSHuQyGJdkVyB3rscIfJ47av4rBaEHlLzyIQ+T7f6pUPx8zUCesWDsKLT/3cmRXqWkDlkqKaZ1dGk5yzL/qT6cd77hPqjChndes5EeVQigJ/davug9EGeROUDo8xkEtLjMp2agAD+/mf479xwEeR6wi98v+DX5B62UVOvn/LJfDoy/gR/1CZ/8oW0vaUf/5zHnhH+RZ0QZ/yPGBfkT6emjTF4++jQqPfIL4WvwT38NZpAD9AWwUvuECqV0xQc91WLB5x3XdbAE3zREVY+Zn25fg+0RfcVv/1Hj1QMw/7+7U8MNqOHd9LrMmiN+vRWlRflIfxLnenEyvKxPxrUPurrjHDmmessApagZ6GNfTj+hispGbbvzWVfWHBykiSqFh1eUCE/aBNf7/dgdfrUh7I9+cmUWkCWWzhyEw0u+oAWVkoOXTU2epyh+sJHMSUuAwTTRHnvgnrt+LDVK+Y5gokb3GQZde0fsi8+1rrwqQIIlkIeqoIuAWMkQyRA86+99ukyqDV/vRXDrsPtceS7umtcD76KOzXSHINAfWvUWoj1+8GoQpr99Pe9U/q3a1o88budLsutbUhPZwmT33x/st/9mxCe7I7m3uXX5wiKeLF+NU94C1sT+NMcv1N9v6PP+pv+iqqavgIPjlzwtnQ/tIt7wHZz2N1U7kq2YzXwMsd7Mtm2L/B27hVUY552yRsnEDQVRZmyYYf+CW+jn9J3lTwBis/T8mfEP3aw6tXDfnAX6Oue849cbB940nWfQsvdShq2v/5XjeQSlKfqsMJ9nepwZZF26k31ldsGrpA21/+kvR9yCZIXGLpACsOlvMbqL7uhQaO8jxPHItFLSa1EJGZv5sb219C2+zPNk5N/l8BIbQSSV+/QTFJI1BfIi9566EXXi5Sqpfo8GN+9ChvlftzeKqeapJRA1i728ffbKFeTToLojP9dtk/mAucPRL+b/0cfralMCqfI8nOxDr/jVkCrvtCECfZe0e6/48ZM/wgk/TaHCbbgNPk4/yGi5nfjsXOq3qyO4Ptz0JaObOXdcTL/x+Hv0+bm1GZIn/Lv/fBQuIU8R5iMnC9OJ+tOPhs2yeLtaL/FIJC7lz1P9Zd3h92C2HYs8IZZRFx+GveY3mOLKTybiZDdgDN3hEWAkDsoB2Ussl4yrYt1YzoqGQ27psqvBO/J1QRNpwi5abASw9UEf0gLkGEvVWkSBHoJSWD0oZ3FZG0efPmCQuviMgZZGPmSTk1Shu5j7Cc7id6rCdjwsPOTrNKQ45f90djkVgOKzSsHu/ukqNJjiiLTIZOvgUGlL+RnCCeSlt9Y/xYa6UXdO1JaxpkOtF/dNjkQ/PVZdx/DukKW7zAUUBOc1kDVRTy98KMIpi6aYS9mCS0jLrNyeEtJK9zE95kJNCK5ezaatZHALdapbzFOKXdposmPDjED2qLfbEBi9Nyh3ixAkJa0Y+k8Y3HI9UjumKIppm/3zEXGvviCmA8NtFCsxpKRY7iww19ACiMrHqq/+QAHtlZmESoh3YKKsP7JqINIH188wJNMvYwIcU8KqmoLTbZTI+lFAZByRTuGqwPCfLUpIJ9J6/PkQYAZRD8jk4IcLrARpmJMJvd75MyvyVZN9GwtXzoY5mzJ6b+ptswUCucFUOECZr3CoP//CE0wugqNtaET4QePqanjq8TyFKyi4iaBz1R5Wku9nsjqS7dmPpNxwYvJbq1EekORfHOqnpn7+4awJpZkpdsT0ZMQQXIKn5scAC5JArfRbwO9SiA4v0Hu3yoPz87tWfdxlGALIN43j4RaTYjjRvES2FfeUY3telpu2+ZVD4yCN1OnfgdtyfzvS79IctioZyhOSAjqRs1zow3objUs7DcKF0GjHsN9P8nZuBV1Res0UX8LUmL0Px4iX+MnJo0LkWXYhLlX8tlIGxooj7y7stwrXpbVLVlQnhZMMR8WL/skaoXHm2cw+mc8WdZdURKLZe8W8Si5JLXCGvHn8KoGs2Y4jJN0LB/XSttegr8bzP9mqcYrND+etMtWTHHJoMMEJ97RCWJmEZueDiQEAAA="
